Order ID,Order Date,Customer Name,Category,Sub Category,Region,State,City,Sales,Discount,Profit
OD2436,17/03/2015,Akash,Oil & Masala,Spices,Central,Tamil Nadu,Ooty,2189,0.18,875.6
OD2437,26/05/2015,Arvind,Snacks,Noodles,Central,Tamil Nadu,Theni,940,0.18,75.2
OD2438,07/05/2015,Vidya,Oil & Masala,Masalas,Central,Tamil Nadu,Nagercoil,1092,0.13,283.92
OD2439,12/11/2016,Ravi,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Salem,1251,0.1,137.61
OD2440,11/12/2015,Veena,Snacks,Chocolates,Central,Tamil Nadu,Tirunelveli,1031,0.28,350.54
OD2441,23/10/2016,Ganesh,Bakery,Breads & Buns,Central,Tamil Nadu,Virudhunagar,1511,0.33,438.19
OD2442,07/08/2016,Sharon,Beverages,Health Drinks,Central,Tamil Nadu,Ooty,577,0.29,259.65
OD2443,14/12/2018,Peer,Snacks,Chocolates,Central,Tamil Nadu,Coimbatore,1264,0.22,480.32
OD2444,30/10/2018,Ravi,Snacks,Chocolates,Central,Tamil Nadu,Dindigul,2500,0.33,300
OD2445,10/04/2017,Hafiz,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Coimbatore,1747,0.2,454.22
OD2446,20/03/2018,Amrish,Snacks,Noodles,Central,Tamil Nadu,Chennai,589,0.25,164.92
OD2447,23/10/2016,Kumar,Beverages,Health Drinks,Central,Tamil Nadu,Virudhunagar,1598,0.3,639.2
OD2448,07/05/2015,Shree,Food Grains,Rice,Central,Tamil Nadu,Ooty,1848,0.17,332.64
OD2449,25/08/2016,Willams,Food Grains,Organic Staples,Central,Tamil Nadu,Chennai,1327,0.19,66.35
OD2450,23/10/2016,Komal,Food Grains,Organic Staples,Central,Tamil Nadu,Tirunelveli,1375,0.24,151.25
OD2451,07/02/2016,Verma,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Tirunelveli,2375,0.31,760
OD2452,25/05/2018,Komal,"Eggs, Meat & Fish",Eggs,East,Tamil Nadu,Salem,2248,0.13,899.2
OD2453,05/05/2018,Vidya,Oil & Masala,Spices,East,Tamil Nadu,Pudukottai,630,0.12,94.5
OD2454,14/09/2015,Sabeela,"Eggs, Meat & Fish",Fish,East,Tamil Nadu,Vellore,808,0.13,226.24
OD2455,17/03/2017,Kumar,Snacks,Cookies,East,Tamil Nadu,Coimbatore,1923,0.23,576.9
OD2456,09/10/2018,James,Bakery,Breads & Buns,East,Tamil Nadu,Kanyakumari,732,0.15,300.12
OD2457,09/07/2016,Arutra,Bakery,Breads & Buns,East,Tamil Nadu,Krishnagiri,1254,0.23,313.5
OD2458,17/03/2017,Peer,"Eggs, Meat & Fish",Eggs,East,Tamil Nadu,Theni,1607,0.16,594.59
OD2459,21/04/2017,Alan,Food Grains,Rice,East,Tamil Nadu,Viluppuram,1687,0.32,101.22
OD2460,14/09/2018,Shree,Beverages,Health Drinks,East,Tamil Nadu,Cumbum,1805,0.3,433.2
OD2461,12/10/2018,Peer,"Eggs, Meat & Fish",Mutton,East,Tamil Nadu,Perambalur,2089,0.32,396.91
OD2462,03/05/2016,Krithika,Fruits & Veggies,Organic Fruits,East,Tamil Nadu,Ooty,2126,0.13,403.94
OD2463,25/09/2016,Peer,Food Grains,Organic Staples,East,Tamil Nadu,Kanyakumari,2278,0.13,1025.1
OD2464,16/11/2018,Vinne,Food Grains,Atta & Flour,East,Tamil Nadu,Viluppuram,1059,0.35,254.16
OD2465,31/07/2016,Shree,Oil & Masala,Edible Oil & Ghee,East,Tamil Nadu,Chennai,795,0.26,325.95
OD2466,06/04/2017,Amy,Snacks,Chocolates,East,Tamil Nadu,Namakkal,1306,0.11,130.6
OD2467,05/02/2017,Mathew,Fruits & Veggies,Fresh Vegetables,East,Tamil Nadu,Tenkasi,1079,0.32,151.06
OD2468,26/11/2015,Sundar,Beverages,Health Drinks,East,Tamil Nadu,Coimbatore,2147,0.16,923.21
OD2469,23/08/2015,Peer,Food Grains,Dals & Pulses,East,Tamil Nadu,Ooty,679,0.25,210.49
OD2470,23/08/2015,Sabeela,Bakery,Breads & Buns,East,Tamil Nadu,Coimbatore,1652,0.35,644.28
OD2471,03/05/2016,Vidya,Oil & Masala,Spices,East,Tamil Nadu,Ooty,1423,0.28,583.43
OD2472,17/03/2017,Rumaiza,Food Grains,Organic Staples,East,Tamil Nadu,Krishnagiri,1046,0.27,135.98
OD2473,09/03/2015,Arvind,Bakery,Cakes,East,Tamil Nadu,Karur,1526,0.22,595.14
OD2474,12/10/2018,Jonas,Bakery,Cakes,East,Tamil Nadu,Salem,1541,0.29,169.51
OD2475,14/09/2015,Komal,Beverages,Health Drinks,East,Tamil Nadu,Cumbum,2472,0.17,939.36
OD2476,21/04/2017,James,Oil & Masala,Edible Oil & Ghee,East,Tamil Nadu,Vellore,1233,0.21,61.65
OD2477,26/11/2015,Esther,"Eggs, Meat & Fish",Fish,East,Tamil Nadu,Vellore,1399,0.3,475.66
OD2478,14/09/2015,Anu,Beverages,Soft Drinks,East,Tamil Nadu,Kanyakumari,2239,0.25,492.58
OD2479,24/09/2016,Jonas,Snacks,Cookies,East,Tamil Nadu,Karur,1992,0.24,458.16
OD2480,20/07/2015,Malik,Oil & Masala,Spices,East,Tamil Nadu,Ooty,2429,0.19,825.86
OD2481,10/03/2015,Shah,Oil & Masala,Masalas,East,Tamil Nadu,Cumbum,2455,0.16,368.25
OD2482,24/09/2016,Amrish,Bakery,Breads & Buns,East,Tamil Nadu,Pudukottai,2285,0.11,776.9
OD2483,05/08/2017,Haseena,"Eggs, Meat & Fish",Chicken,East,Tamil Nadu,Madurai,1797,0.29,610.98
OD2484,05/08/2017,Arvind,Oil & Masala,Edible Oil & Ghee,East,Tamil Nadu,Tenkasi,649,0.22,181.72
OD2485,26/07/2016,Jonas,Beverages,Soft Drinks,East,Tamil Nadu,Salem,2500,0.34,175
OD2486,05/08/2017,Ridhesh,Beverages,Health Drinks,East,Tamil Nadu,Vellore,2100,0.14,399
OD2487,24/09/2016,Sundar,Snacks,Cookies,East,Tamil Nadu,Tenkasi,1415,0.15,169.8
OD2488,16/03/2018,Rumaiza,Snacks,Chocolates,East,Tamil Nadu,Namakkal,2266,0.16,317.24
OD2489,05/02/2015,Sharon,Bakery,Biscuits,East,Tamil Nadu,Coimbatore,2463,0.13,714.27
OD2490,05/02/2017,Sabeela,"Eggs, Meat & Fish",Eggs,East,Tamil Nadu,Nagercoil,2136,0.16,833.04
OD2491,26/11/2015,Vince,Food Grains,Rice,East,Tamil Nadu,Salem,2171,0.23,868.4
OD2492,11/09/2016,Hafiz,Oil & Masala,Spices,East,Tamil Nadu,Pudukottai,2202,0.19,748.68
OD2493,05/08/2017,Arutra,Oil & Masala,Masalas,East,Tamil Nadu,Pudukottai,1657,0.1,182.27
OD2494,26/11/2015,Suresh,Snacks,Chocolates,East,Tamil Nadu,Coimbatore,563,0.33,157.64
OD2495,24/09/2016,Vidya,Fruits & Veggies,Fresh Fruits,East,Tamil Nadu,Kanyakumari,710,0.22,312.4
OD2496,25/05/2018,Anu,Beverages,Health Drinks,East,Tamil Nadu,Vellore,1775,0.2,266.25
OD2497,10/03/2015,Shah,Beverages,Soft Drinks,East,Tamil Nadu,Dindigul,963,0.29,144.45
OD2498,06/10/2018,Kumar,Beverages,Soft Drinks,East,Tamil Nadu,Vellore,1266,0.22,557.04
OD2499,12/06/2016,Akash,Snacks,Noodles,East,Tamil Nadu,Chennai,874,0.12,384.56
OD2500,31/03/2015,Sudeep,Snacks,Noodles,East,Tamil Nadu,Krishnagiri,2330,0.27,885.4
OD2501,10/10/2015,Adavan,Beverages,Health Drinks,East,Tamil Nadu,Kanyakumari,2440,0.24,512.4
OD2502,25/09/2016,Willams,Food Grains,Organic Staples,East,Tamil Nadu,Pudukottai,2174,0.25,782.64
OD2503,16/03/2018,Komal,Fruits & Veggies,Fresh Vegetables,East,Tamil Nadu,Dharmapuri,1418,0.17,326.14
OD2504,20/07/2015,Vidya,Food Grains,Dals & Pulses,East,Tamil Nadu,Perambalur,2134,0.32,960.3
OD2505,24/09/2016,Suresh,Beverages,Soft Drinks,East,Tamil Nadu,Theni,1833,0.32,696.54
OD2506,13/08/2017,Roshan,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Coimbatore,1087,0.18,108.7
OD2507,07/01/2017,Esther,"Eggs, Meat & Fish",Fish,South,Tamil Nadu,Kanyakumari,2439,0.23,512.19
OD2508,07/01/2017,Roshan,Food Grains,Atta & Flour,South,Tamil Nadu,Theni,880,0.15,61.6
OD2509,07/01/2017,Verma,Fruits & Veggies,Fresh Fruits,South,Tamil Nadu,Karur,1232,0.3,492.8
OD2510,24/10/2015,Haseena,Food Grains,Rice,South,Tamil Nadu,Ramanadhapuram,801,0.26,264.33
OD2511,22/05/2017,Amy,Beverages,Health Drinks,South,Tamil Nadu,Madurai,2087,0.15,918.28
OD2512,02/07/2017,Surya,"Eggs, Meat & Fish",Chicken,South,Tamil Nadu,Dindigul,704,0.18,112.64
OD2513,19/05/2018,Amrish,Fruits & Veggies,Organic Vegetables,South,Tamil Nadu,Kanyakumari,1844,0.27,331.92
OD2514,03/04/2015,Surya,Snacks,Chocolates,South,Tamil Nadu,Nagercoil,1304,0.24,417.28
OD2515,20/10/2018,Akash,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Pudukottai,925,0.19,379.25
OD2516,20/10/2018,Shah,Food Grains,Organic Staples,South,Tamil Nadu,Ooty,807,0.24,347.01
OD2517,23/10/2016,Rumaiza,Snacks,Chocolates,South,Tamil Nadu,Madurai,735,0.1,286.65
OD2518,31/03/2015,Shah,Beverages,Health Drinks,South,Tamil Nadu,Tenkasi,989,0.21,207.69
OD2519,07/08/2017,Sudeep,Food Grains,Atta & Flour,South,Tamil Nadu,Krishnagiri,2412,0.13,940.68
OD2520,20/10/2018,Sundar,Fruits & Veggies,Fresh Vegetables,South,Tamil Nadu,Pudukottai,793,0.28,333.06
OD2521,31/05/2016,Hafiz,Bakery,Breads & Buns,South,Tamil Nadu,Ramanadhapuram,959,0.34,115.08
OD2522,12/11/2017,Shree,Food Grains,Dals & Pulses,South,Tamil Nadu,Virudhunagar,784,0.21,164.64
OD2523,06/02/2018,Ravi,Snacks,Chocolates,South,Tamil Nadu,Ooty,1073,0.12,311.17
OD2524,16/06/2018,Arutra,"Eggs, Meat & Fish",Chicken,South,Tamil Nadu,Chennai,517,0.12,155.1
OD2525,28/07/2015,Verma,Bakery,Cakes,South,Tamil Nadu,Krishnagiri,1745,0.16,244.3
OD2526,05/06/2018,Arvind,"Eggs, Meat & Fish",Mutton,South,Tamil Nadu,Ramanadhapuram,771,0.14,185.04
OD2527,28/07/2015,Alan,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Dindigul,1726,0.33,776.7
OD2528,30/06/2015,Yusuf,Oil & Masala,Masalas,South,Tamil Nadu,Dindigul,1897,0.3,455.28
OD2529,22/03/2016,Vince,"Eggs, Meat & Fish",Eggs,South,Tamil Nadu,Namakkal,2404,0.33,1033.72
OD2530,16/06/2018,Aditi,Snacks,Noodles,South,Tamil Nadu,Tirunelveli,907,0.32,199.54
OD2531,28/10/2017,Ravi,Fruits & Veggies,Organic Vegetables,South,Tamil Nadu,Nagercoil,1905,0.34,495.3
OD2532,31/03/2015,Amrish,Oil & Masala,Spices,South,Tamil Nadu,Salem,640,0.23,102.4
OD2533,05/06/2018,Esther,"Eggs, Meat & Fish",Mutton,South,Tamil Nadu,Krishnagiri,2260,0.24,542.4
OD2534,21/07/2018,Veronica,Bakery,Cakes,West,Tamil Nadu,Dharmapuri,1872,0.18,149.76
OD2535,12/11/2017,Muneer,Food Grains,Atta & Flour,West,Tamil Nadu,Karur,2111,0.26,232.21
OD2536,31/10/2016,Haseena,Food Grains,Dals & Pulses,West,Tamil Nadu,Dharmapuri,2323,0.31,1045.35
OD2537,24/11/2018,Sudeep,Oil & Masala,Spices,West,Tamil Nadu,Tirunelveli,2396,0.17,431.28
OD2538,13/09/2015,Sundar,Food Grains,Organic Staples,West,Tamil Nadu,Salem,1479,0.13,354.96
OD2539,22/10/2017,Amy,Beverages,Health Drinks,West,Tamil Nadu,Karur,1474,0.23,619.08
OD2540,12/11/2017,Vinne,Snacks,Noodles,West,Tamil Nadu,Karur,2495,0.31,499
OD2541,13/09/2015,Amrish,Food Grains,Rice,West,Tamil Nadu,Madurai,984,0.13,314.88
OD2542,12/11/2017,Vidya,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Kanyakumari,1282,0.31,461.52
OD2543,30/03/2018,Harish,Bakery,Cakes,West,Tamil Nadu,Vellore,607,0.19,157.82
OD2544,06/04/2016,Veena,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Vellore,888,0.18,71.04
OD2545,06/04/2016,Esther,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Virudhunagar,512,0.15,71.68
OD2546,10/08/2017,Shah,Food Grains,Dals & Pulses,West,Tamil Nadu,Dindigul,696,0.2,118.32
OD2547,17/09/2018,Muneer,Snacks,Chocolates,West,Tamil Nadu,Perambalur,1499,0.28,119.92
OD2548,17/10/2016,Esther,Food Grains,Rice,West,Tamil Nadu,Vellore,1925,0.27,500.5
OD2549,31/10/2016,Sabeela,Food Grains,Rice,West,Tamil Nadu,Perambalur,670,0.15,154.1
OD2550,30/01/2018,Malik,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Virudhunagar,2147,0.23,493.81
OD2551,13/09/2015,Ram,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Krishnagiri,1152,0.22,414.72
OD2552,31/10/2016,Esther,Beverages,Health Drinks,West,Tamil Nadu,Chennai,1136,0.29,454.4
OD2553,13/08/2018,Arvind,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Madurai,2464,0.22,813.12
OD2554,22/10/2017,Amrish,Beverages,Soft Drinks,West,Tamil Nadu,Dindigul,1911,0.17,114.66
OD2555,26/09/2017,Adavan,Food Grains,Organic Staples,West,Tamil Nadu,Bodi,2459,0.24,786.88
OD2556,05/11/2018,Jonas,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Bodi,2361,0.23,708.3
OD2557,06/11/2018,Ram,Oil & Masala,Spices,West,Tamil Nadu,Vellore,2245,0.11,359.2
OD2558,19/10/2015,Aditi,Beverages,Health Drinks,West,Tamil Nadu,Viluppuram,2290,0.17,755.7
OD2559,12/03/2018,Haseena,Bakery,Breads & Buns,West,Tamil Nadu,Tenkasi,1666,0.26,299.88
OD2560,09/11/2018,Sharon,Bakery,Biscuits,West,Tamil Nadu,Namakkal,2002,0.27,440.44
OD2561,12/11/2017,Hussain,Food Grains,Atta & Flour,West,Tamil Nadu,Dharmapuri,1097,0.2,131.64
OD2562,26/09/2017,Haseena,Food Grains,Atta & Flour,West,Tamil Nadu,Dindigul,1301,0.2,169.13
OD2563,13/08/2018,Anu,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Kanyakumari,1958,0.18,215.38
OD2564,13/12/2018,Ravi,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Namakkal,683,0.31,184.41
OD2565,31/10/2016,Ganesh,Snacks,Noodles,West,Tamil Nadu,Karur,2171,0.17,434.2
OD2566,11/04/2017,Amrish,Bakery,Breads & Buns,West,Tamil Nadu,Bodi,1344,0.28,188.16
OD2567,11/05/2016,Sheeba,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Madurai,1790,0.17,393.8
OD2568,13/08/2018,Veena,Food Grains,Organic Staples,West,Tamil Nadu,Nagercoil,1768,0.18,88.4
OD2569,09/11/2018,Haseena,Oil & Masala,Spices,West,Tamil Nadu,Kanyakumari,1355,0.18,311.65
OD2570,26/09/2017,Vidya,Beverages,Soft Drinks,West,Tamil Nadu,Dindigul,734,0.22,176.16
OD2571,31/10/2016,Peer,Bakery,Biscuits,West,Tamil Nadu,Ooty,790,0.15,110.6
OD2572,13/09/2015,Willams,Food Grains,Atta & Flour,West,Tamil Nadu,Salem,2206,0.3,176.48
OD2573,26/09/2017,Amy,Bakery,Cakes,West,Tamil Nadu,Trichy,2216,0.24,642.64
OD2574,05/11/2018,Adavan,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Karur,1702,0.31,374.44
OD2575,13/08/2018,Sabeela,Food Grains,Dals & Pulses,West,Tamil Nadu,Vellore,1753,0.17,280.48
OD2576,04/05/2016,Ganesh,Snacks,Chocolates,West,Tamil Nadu,Karur,1511,0.23,468.41
OD2577,09/11/2018,Veena,Oil & Masala,Masalas,West,Tamil Nadu,Dharmapuri,1027,0.22,92.43
OD2578,12/11/2017,James,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Ramanadhapuram,1746,0.1,174.6
OD2579,08/08/2016,Mathew,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Dindigul,1278,0.17,319.5
OD2580,08/08/2016,Adavan,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Chennai,585,0.26,175.5
OD2581,05/11/2018,Esther,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Theni,1083,0.25,108.3
OD2582,12/11/2017,Sundar,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Chennai,1638,0.27,196.56
OD2583,31/10/2016,Sudeep,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Theni,2452,0.27,539.44
OD2584,16/10/2015,Roshan,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Theni,1030,0.28,144.2
OD2585,11/05/2016,Arutra,Snacks,Chocolates,West,Tamil Nadu,Dindigul,2002,0.18,740.74
OD2586,14/04/2017,Amy,Fruits & Veggies,Fresh Fruits,West,Tamil Nadu,Salem,782,0.14,273.7
OD2587,12/11/2017,Kumar,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Ramanadhapuram,1757,0.13,404.11
OD2588,18/11/2017,Jonas,Bakery,Cakes,West,Tamil Nadu,Salem,639,0.28,261.99
OD2589,09/11/2018,Veronica,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Dharmapuri,1279,0.33,76.74
OD2590,12/11/2017,Sudeep,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Trichy,1495,0.15,478.4
OD2591,21/06/2015,Muneer,Food Grains,Dals & Pulses,West,Tamil Nadu,Chennai,2370,0.32,568.8
OD2592,03/08/2017,Veronica,Food Grains,Dals & Pulses,West,Tamil Nadu,Bodi,2437,0.17,243.7
OD2593,22/06/2015,Akash,Food Grains,Rice,West,Tamil Nadu,Theni,1173,0.32,129.03
OD2594,07/10/2016,Surya,Food Grains,Organic Staples,West,Tamil Nadu,Trichy,1561,0.27,249.76
OD2595,12/02/2018,Shah,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Ooty,1471,0.21,88.26
OD2596,21/06/2015,Willams,Snacks,Noodles,West,Tamil Nadu,Tirunelveli,615,0.15,92.25
OD2597,20/07/2016,Komal,Bakery,Breads & Buns,Central,Tamil Nadu,Vellore,2259,0.35,384.03
OD2598,29/01/2018,Ravi,Food Grains,Atta & Flour,Central,Tamil Nadu,Theni,2437,0.11,121.85
OD2599,09/10/2018,Arvind,Fruits & Veggies,Fresh Vegetables,Central,Tamil Nadu,Dharmapuri,2266,0.34,181.28
OD2600,23/07/2018,Surya,Beverages,Soft Drinks,Central,Tamil Nadu,Karur,1791,0.21,770.13
OD2601,04/05/2015,Malik,Food Grains,Organic Staples,Central,Tamil Nadu,Vellore,985,0.14,443.25
OD2602,10/12/2016,Ravi,Food Grains,Atta & Flour,Central,Tamil Nadu,Salem,588,0.32,129.36
OD2603,02/11/2015,Shree,Snacks,Noodles,Central,Tamil Nadu,Tirunelveli,1695,0.23,762.75
OD2604,09/03/2016,Sheeba,Food Grains,Rice,Central,Tamil Nadu,Madurai,2478,0.14,594.72
OD2605,20/07/2016,Sabeela,Beverages,Health Drinks,Central,Tamil Nadu,Viluppuram,548,0.22,49.32
OD2606,29/01/2018,Yusuf,Bakery,Breads & Buns,Central,Tamil Nadu,Tenkasi,1467,0.32,396.09
OD2607,18/09/2018,Surya,Snacks,Cookies,Central,Tamil Nadu,Viluppuram,915,0.14,256.2
OD2608,09/07/2015,Haseena,Beverages,Health Drinks,Central,Tamil Nadu,Viluppuram,916,0.19,219.84
OD2609,15/09/2016,Veronica,Oil & Masala,Masalas,Central,Tamil Nadu,Kanyakumari,1034,0.15,341.22
OD2610,02/11/2015,Amrish,"Eggs, Meat & Fish",Fish,Central,Tamil Nadu,Dharmapuri,1772,0.3,230.36
OD2611,09/10/2018,Veronica,Beverages,Health Drinks,Central,Tamil Nadu,Krishnagiri,1999,0.25,359.82
OD2612,04/05/2015,Sheeba,Bakery,Biscuits,Central,Tamil Nadu,Kanyakumari,2052,0.26,143.64
OD2613,20/05/2018,Arvind,Bakery,Breads & Buns,Central,Tamil Nadu,Viluppuram,728,0.18,94.64
OD2614,02/11/2015,Sharon,Bakery,Breads & Buns,Central,Tamil Nadu,Karur,1151,0.3,368.32
OD2615,09/10/2018,Vince,"Eggs, Meat & Fish",Chicken,Central,Tamil Nadu,Coimbatore,2134,0.2,533.5
OD2616,09/10/2018,Krithika,Bakery,Cakes,Central,Tamil Nadu,Nagercoil,864,0.11,267.84
OD2617,09/07/2015,Surya,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Krishnagiri,687,0.34,103.05
OD2618,27/02/2017,Akash,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Kanyakumari,2342,0.32,608.92
OD2619,08/03/2017,Sheeba,Fruits & Veggies,Organic Fruits,Central,Tamil Nadu,Tenkasi,1090,0.28,316.1
OD2620,20/05/2018,Ridhesh,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Karur,1334,0.13,413.54
OD2621,02/11/2015,Ram,Snacks,Chocolates,Central,Tamil Nadu,Theni,2261,0.33,610.47
OD2622,12/09/2018,Komal,Snacks,Chocolates,Central,Tamil Nadu,Vellore,2220,0.15,865.8
OD2623,09/10/2018,Shree,Fruits & Veggies,Organic Fruits,Central,Tamil Nadu,Salem,2451,0.14,416.67
OD2624,11/11/2018,Verma,Bakery,Breads & Buns,Central,Tamil Nadu,Kanyakumari,2284,0.24,296.92
OD2625,20/05/2018,Adavan,Snacks,Chocolates,Central,Tamil Nadu,Salem,2234,0.21,580.84
OD2626,13/08/2016,James,Bakery,Breads & Buns,Central,Tamil Nadu,Dindigul,2048,0.28,102.4
OD2627,12/09/2018,Sabeela,Beverages,Soft Drinks,Central,Tamil Nadu,Coimbatore,2053,0.13,246.36
OD2628,16/01/2018,Harish,Beverages,Soft Drinks,Central,Tamil Nadu,Perambalur,1520,0.12,182.4
OD2629,20/05/2018,Yusuf,Fruits & Veggies,Fresh Fruits,Central,Tamil Nadu,Bodi,1317,0.23,474.12
OD2630,21/11/2016,Hussain,Beverages,Soft Drinks,Central,Tamil Nadu,Viluppuram,705,0.32,289.05
OD2631,12/09/2018,Ganesh,Bakery,Cakes,Central,Tamil Nadu,Vellore,1248,0.15,424.32
OD2632,04/05/2015,Veena,Oil & Masala,Masalas,Central,Tamil Nadu,Pudukottai,1143,0.19,457.2
OD2633,04/01/2018,Peer,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Trichy,1455,0.13,116.4
OD2634,20/07/2016,Sheeba,Food Grains,Dals & Pulses,Central,Tamil Nadu,Virudhunagar,2190,0.3,350.4
OD2635,29/01/2018,Vidya,Fruits & Veggies,Organic Fruits,Central,Tamil Nadu,Dindigul,711,0.35,170.64
OD2636,09/10/2018,Amrish,Food Grains,Dals & Pulses,Central,Tamil Nadu,Bodi,2174,0.2,673.94
OD2637,20/12/2017,Krithika,Fruits & Veggies,Organic Fruits,Central,Tamil Nadu,Cumbum,993,0.24,178.74
OD2638,29/03/2018,Vinne,"Eggs, Meat & Fish",Eggs,Central,Tamil Nadu,Nagercoil,1976,0.25,889.2
OD2639,20/07/2016,Willams,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Pudukottai,1671,0.22,100.26
OD2640,21/11/2016,Sharon,Bakery,Breads & Buns,Central,Tamil Nadu,Ooty,943,0.21,339.48
OD2641,04/05/2015,Mathew,Snacks,Cookies,Central,Tamil Nadu,Kanyakumari,1495,0.15,224.25
OD2642,04/01/2018,Komal,"Eggs, Meat & Fish",Chicken,Central,Tamil Nadu,Namakkal,1436,0.11,560.04
OD2643,20/07/2016,Vidya,Beverages,Health Drinks,Central,Tamil Nadu,Ooty,1545,0.25,355.35
OD2644,16/01/2018,Malik,Snacks,Noodles,Central,Tamil Nadu,Viluppuram,1188,0.35,368.28
OD2645,15/09/2016,Komal,Beverages,Soft Drinks,Central,Tamil Nadu,Virudhunagar,1081,0.27,345.92
OD2646,04/09/2018,Shah,Bakery,Biscuits,Central,Tamil Nadu,Nagercoil,1595,0.17,159.5
OD2647,20/05/2018,Verma,Food Grains,Dals & Pulses,Central,Tamil Nadu,Vellore,2218,0.17,842.84
OD2648,13/09/2016,Surya,"Eggs, Meat & Fish",Eggs,Central,Tamil Nadu,Cumbum,1787,0.22,107.22
OD2649,18/05/2015,Rumaiza,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Kanyakumari,1734,0.21,329.46
OD2650,21/05/2015,Sharon,Beverages,Soft Drinks,Central,Tamil Nadu,Ooty,593,0.28,41.51
OD2651,22/07/2015,Aditi,Oil & Masala,Edible Oil & Ghee,Central,Tamil Nadu,Salem,1878,0.1,319.26
OD2652,28/09/2018,Sharon,Snacks,Noodles,Central,Tamil Nadu,Madurai,521,0.11,177.14
OD2653,19/11/2018,Amrish,Food Grains,Rice,Central,Tamil Nadu,Trichy,1149,0.35,195.33
OD2654,13/12/2015,Adavan,Food Grains,Dals & Pulses,Central,Tamil Nadu,Tenkasi,805,0.16,177.1
OD2655,01/02/2018,Ridhesh,"Eggs, Meat & Fish",Mutton,Central,Tamil Nadu,Vellore,2066,0.21,723.1
OD2656,19/01/2018,Harish,Fruits & Veggies,Organic Vegetables,Central,Tamil Nadu,Tirunelveli,2085,0.19,646.35
OD2657,17/06/2015,Surya,"Eggs, Meat & Fish",Eggs,Central,Tamil Nadu,Krishnagiri,1990,0.24,179.1
OD2658,25/03/2018,Sharon,Bakery,Breads & Buns,Central,Tamil Nadu,Trichy,2351,0.24,1034.44
OD2659,03/05/2016,Anu,"Eggs, Meat & Fish",Chicken,Central,Tamil Nadu,Bodi,1381,0.33,524.78
OD2660,07/12/2016,Hafiz,Oil & Masala,Spices,Central,Tamil Nadu,Namakkal,1413,0.32,113.04
OD2661,01/03/2016,Arvind,Oil & Masala,Masalas,Central,Tamil Nadu,Madurai,2419,0.19,145.14
OD2662,24/11/2017,Krithika,Food Grains,Dals & Pulses,Central,Tamil Nadu,Karur,1238,0.16,519.96
OD2663,23/10/2018,Yusuf,Food Grains,Atta & Flour,Central,Tamil Nadu,Coimbatore,668,0.34,240.48
OD2664,24/11/2017,Yadav,Fruits & Veggies,Organic Vegetables,Central,Tamil Nadu,Cumbum,2224,0.29,244.64
OD2665,09/09/2015,Mathew,Oil & Masala,Masalas,Central,Tamil Nadu,Chennai,1818,0.23,745.38
OD2666,08/08/2017,Esther,Beverages,Soft Drinks,Central,Tamil Nadu,Ramanadhapuram,1319,0.35,435.27
OD2667,24/11/2017,Aditi,Bakery,Breads & Buns,Central,Tamil Nadu,Karur,1403,0.33,547.17
OD2668,31/01/2017,Adavan,Beverages,Health Drinks,Central,Tamil Nadu,Perambalur,1789,0.33,107.34
OD2669,28/10/2018,Muneer,Food Grains,Organic Staples,Central,Tamil Nadu,Kanyakumari,1564,0.3,422.28
